Run ID,Episode,Fixed Reward,Threshold Reward,Adaptive (LSTM + QL) Reward,Adaptive (ARIMA + SARSA) Reward,Adaptive (Transformer + PG) Reward,Adaptive (RF + Rule) Reward,Adaptive (LR + QL) Reward
1,280,0.5,0.3,0.45545489303333875,0.42836048698092666,0.4535770830322499,0.24374332746278116,0.6306906618916173
1,290,0.5,0.4,0.4734829159213888,0.6048914124317862,0.3700519595450905,0.3038218397412917,0.5014761949443118
1,300,0.5,0.1,0.5936164605153131,0.4200232191932223,0.35157719642816126,0.3661104360901842,0.4476755694673139
1,310,0.5,0.2,0.44874029448467806,0.5400245484340116,0.3198025483021417,0.3203153742648274,0.5261919208098443
1,320,0.5,0.4,0.49668474059815626,0.3656258026199197,0.25491486866669855,0.20687077008678148,0.5059592964746017
1,330,0.5,0.4,0.3870744060007161,0.5728276392135554,0.46072631609068937,0.1499380261235983,0.5492204888553072
1,340,0.5,0.1,0.3630334047231612,0.57670539763923,0.413611059355552,0.16655827429635517,0.3375082999554304
1,350,0.5,0.1,0.5574968416550625,0.5622166892266931,0.19165258959449633,0.32951562509222315,0.519361214428682
1,360,0.5,0.4,0.4857960336233799,0.41431655008776025,0.27887669604851856,0.20403394264774227,0.5345613882351408
1,370,0.5,0.5,0.4560412048447479,0.6057898152559533,0.4786498467269459,0.253618345167798,0.4042215603989131
1,380,0.5,0.2,0.4272333281561127,0.5302188662168714,0.5187860085074767,0.2268790732774597,0.46901333436615883
1,390,0.5,0.4,0.5640770466560608,0.4909452558556196,0.39854322646856344,0.29218683905942944,0.5752695217873638
1,400,0.5,0.2,0.5785802715284212,0.44377547237278964,0.2195759452646909,0.2995159966339237,0.7754238413743056
1,410,0.5,0.6,0.5472501399294634,0.5541193192347817,0.27334531840218235,0.2883904225649939,0.6948247177737487
1,420,0.5,0.3,0.6497148288917642,0.5167609421420777,0.32201678789896065,0.18522699348824107,0.6188939224038684
1,430,0.5,0.4,0.4733870671047056,0.615837208737571,0.42268093833105863,0.2766256375546859,0.6253610191654337
1,440,0.5,0.3,0.41929791318419235,0.5226902235874774,0.46215796168247864,0.259543494007476,0.41564460504217104
1,450,0.5,0.2,0.5662582793497898,0.4532238048596047,0.3611938305493002,0.24164679375487355,0.34813395622518295
1,460,0.5,0.2,0.5811920171285919,0.6026847752486275,0.2855933131100291,0.2038580279367253,0.5410041090671813
1,470,0.5,0.3,0.34129472170568886,0.39313137202780774,0.4429570019650573,0.2395191489477119,0.4940974189335642
1,480,0.5,0.5,0.5524582935017339,0.4179503515629725,0.2907596136963257,0.22135293312424675,0.38596527573704564
1,490,0.5,0.2,0.7045992562302074,0.3884382485257139,0.365889015575347,0.2944697516396021,0.4123584380342498
1,500,0.5,0.4,0.3299462175804856,0.4043318575917806,0.33732736360989224,0.1559720414867581,0.5455223318658853
1,510,0.5,0.3,0.29273212910143476,0.50785169291195,0.3013719970237704,0.2600551191470686,0.4442953668409067
1,520,0.5,0.3,0.4523124183038557,0.5028630666868601,0.4379742269712431,0.2758907307055735,0.3971083108950369
1,530,0.5,0.3,0.5319363580526433,0.4838314390835718,0.24799040310788384,0.24244678179033746,0.44398650236412474
1,540,0.5,0.3,0.535198910950419,0.46350960850981854,0.24753699040148872,0.1717182646905775,0.6162843560559574
1,550,0.5,0.2,0.35811849021956205,0.43744163129651276,0.3302231763073436,0.27556942820399655,0.5422764962424078
1,560,0.5,0.4,0.476857247161524,0.4935649030625691,0.3855837480231565,0.24611488075514337,0.4620557681885803
1,570,0.5,0.7,0.48610895307807667,0.49831933474400947,0.29360632544225573,0.3045791942075758,0.5366713643409471
1,580,0.5,0.3,0.6114785312402433,0.6465541823164845,0.32029548712821515,0.18749513179182398,0.482223480225926
1,590,0.5,0.1,0.5456272358815526,0.40716861822213135,0.36043264797292707,0.1533295873642278,0.3111906557515966
1,600,0.5,0.3,0.616794005575404,0.5222803320754211,0.2908623261456975,0.2099385442384846,0.41056181104536255
1,610,0.5,0.4,0.4038636003635365,0.48023083149571305,0.3642135663036329,0.25311233086621904,0.3501953379984045
1,620,0.5,0.2,0.44259608014832513,0.5234124133749811,0.24282185037194015,0.1681381296793162,0.5399227766993941
1,630,0.5,0.6,0.43296848232763174,0.4617170985022713,0.3718550545829274,0.2547809297539368,0.6418427365230308
1,640,0.5,0.2,0.542063287446349,0.451556992554039,0.44240934835806733,0.1938313702239884,0.41849561277231445
1,650,0.5,0.3,0.5825185353427575,0.3241915833347127,0.4431468623781624,0.21452348057963727,0.5312727413576848
1,660,0.5,0.5,0.3060703665203199,0.525099228045389,0.2908368455551426,0.2359981075774539,0.5685609691782341
1,670,0.5,0.3,0.5964755380280246,0.47841161204249827,0.44816335723699385,0.28334332988693184,0.3242772273976612
1,680,0.5,0.4,0.6256665814213418,0.4646997237219132,0.37823298922065146,0.2262397930795837,0.3106957614564747
1,690,0.5,0.2,0.49111925559840036,0.4304096857787433,0.34554781798686923,0.2558994905519935,0.41014283711329275
1,700,0.5,0.1,0.530205979928852,0.6256350288938813,0.2900717267318763,0.35805902275160506,0.3214074177203751
1,710,0.5,0.4,0.45261523569432976,0.5611618888309915,0.31362098469806804,0.25156077313259817,0.39916606947158734
1,720,0.5,0.3,0.6297545992117631,0.5122774206557923,0.26539151159288754,0.2348139604377196,0.47007919967045975
1,730,0.5,0.0,0.616758026165648,0.46651003228017596,0.39682944326611047,0.23190236252530333,0.4778035120827722
1,740,0.5,0.4,0.5262731323055112,0.38546149718816447,0.33525703134497253,0.13768697893566353,0.44522717236099896
1,750,0.5,0.3,0.6767814392696875,0.5141985723386882,0.32471783335613746,0.32187932054379803,0.5271675533474098
1,760,0.5,0.3,0.45791342665527923,0.41913600187491423,0.18478368110577764,0.27523643486590155,0.563561769778169
1,770,0.5,0.2,0.4654281761522987,0.42525526165516025,0.5424339712028271,0.32430902974788134,0.3481480769251303
1,780,0.5,0.0,0.4846289060338632,0.5924666285176121,0.34877653013902593,0.2490620519057682,0.4585405101619081
1,790,0.5,0.3,0.4050466055694648,0.4074643459787328,0.2900217041917846,0.2525636741807456,0.5047997187959765
1,800,0.5,0.4,0.4758506947582026,0.36202872244966267,0.26584784566635034,0.3109746356387296,0.5726482034008001
1,810,0.5,0.3,0.4495349750509243,0.5677720480165525,0.26639939105228577,0.24074847614328446,0.4420343866505643
1,820,0.5,0.2,0.5786775377402392,0.5547631009229038,0.29722231768144647,0.22576928718321415,0.555638321608889
1,830,0.5,0.2,0.5372627418113535,0.44402612206367975,0.3593546320984234,0.2532451608124183,0.4754651517909882
1,840,0.5,0.2,0.5410548078672441,0.2599798622455049,0.29012522264404855,0.1581274104974256,0.5002435497582214
1,850,0.5,0.4,0.3680408448753406,0.46035286614905624,0.5350058583096735,0.20057443453345644,0.43880152710522874
1,860,0.5,0.7,0.32602478092848547,0.3430803471362102,0.3105754216878757,0.22504087669668635,0.6415490400793759
1,870,0.5,0.5,0.5505675267265787,0.6153021409630146,0.44568929152465764,0.21323691525504818,0.5264789839970971
1,880,0.5,0.3,0.4358929963616376,0.5580032507316772,0.4226141212331725,0.18356751329058058,0.6849445648128614
1,890,0.5,0.3,0.33050224761059477,0.5772465874765829,0.35408030553258896,0.23843098656675976,0.6206197573889245
1,900,0.5,0.2,0.5359974951559886,0.45213549614575294,0.18842724266305663,0.15097926918484952,0.5415131223745389
1,910,0.5,0.8,0.5748160648381224,0.6692242773517304,0.32017321854493763,0.1775407927124885,0.478141453345622
1,920,0.5,0.5,0.5800108043164347,0.36044264886385885,0.29893641241193647,0.21274616339039176,0.3392059105881392
1,930,0.5,0.2,0.5615615606198231,0.5688021615184136,0.3884327525608335,0.27062088635908504,0.45737009908332926
1,940,0.5,0.2,0.3855523804681722,0.42321032962488464,0.37543038720381966,0.27075937189364535,0.41618528374478886
1,950,0.5,0.2,0.2693610869996813,0.37747353826024965,0.4224629705464921,0.2591231943698153,0.5554022314837198
1,960,0.5,0.3,0.4339405407149493,0.5718078037392067,0.31913357144653304,0.26239350429925345,0.4951959124262789
1,970,0.5,0.2,0.5445214109358124,0.5567520071079023,0.43564876914928774,0.19494665696856564,0.49076685333691816
1,980,0.5,0.0,0.5061576326923432,0.5921420868854452,0.2890727998342306,0.2618212538902483,0.5856896153012847
1,990,0.5,0.2,0.5087661865804034,0.5393765232712031,0.1792154136394018,0.26789198247113316,0.5461011006537589
2,0,0.5,1.0,0.3582431894172099,0.1637674249376666,0.1917736529757102,0.0940840978265341,0.7873385959382355
2,10,0.5,0.4,0.4558984149016621,0.49975129047427913,0.2490784475804611,0.28049486169499394,0.452614211643285
2,20,0.5,0.3,0.4881095364927145,0.4329528419984031,0.3056092648768057,0.19503773953212405,0.37613359330132745
2,30,0.5,0.4,0.4641166422659252,0.5297431975536059,0.33873609280993655,0.2334451977426438,0.45906817657192783
2,40,0.5,0.3,0.5122398597209489,0.4264663890425163,0.27259720107383,0.2925737487083943,0.45523145578238583
2,50,0.5,0.4,0.6817409970230599,0.36387008530341153,0.29185101606072056,0.16180198862839565,0.44872200976330723
2,60,0.5,0.5,0.43127679921321105,0.43998208374164377,0.2660940675835228,0.227167924260053,0.5014401407128559
2,70,0.5,0.4,0.37286268798999544,0.4747220181878043,0.2954570245051041,0.24688301014086864,0.4439192679403816
2,80,0.5,0.2,0.6490188889666577,0.34347277057549863,0.25550281746755565,0.2502834303985435,0.3585960695636393
2,90,0.5,0.4,0.40879824408897375,0.6006942618039481,0.21012879823407946,0.2196768916775836,0.6258141777839386
2,100,0.5,0.4,0.4777216088141406,0.5432787277173111,0.3132611639565409,0.26856302093309203,0.5826542622606593
2,110,0.5,0.2,0.5333535169654067,0.4341734780086518,0.2761785136634291,0.21431162709644883,0.612585021229206
2,120,0.5,0.3,0.49133908691360456,0.5019045086355157,0.29931172601454276,0.26551624898301074,0.526468604141175
2,130,0.5,0.3,0.444767602475833,0.6499588714311111,0.19472853272501078,0.2880230737703671,0.3865589237208695
2,140,0.5,0.1,0.4026326484450332,0.3002425192173495,0.18707156790020632,0.2670062503413395,0.4147426389451577
2,150,0.5,0.2,0.6069483829918989,0.5022047046351273,0.24205857376079218,0.25594678464638576,0.43238620649222215
2,160,0.5,0.6,0.38501633045932904,0.7068159952996832,0.2560766045869895,0.32282985420169463,0.538856634692544
2,170,0.5,0.5,0.49235440830636445,0.4217015959801169,0.23190479669058717,0.18276095405585818,0.41314117122470284
2,180,0.5,0.3,0.5650182514394094,0.4905653286093541,0.28807984249939345,0.22103308524829327,0.5129846203643794
2,190,0.5,0.5,0.6161327151024374,0.5025961377578174,0.15084053181479956,0.25152327088342297,0.4658765501141254
2,200,0.5,0.2,0.4245074118151212,0.4422089765838838,0.3254736824486887,0.23027415607029078,0.6510006352639566
2,210,0.5,0.4,0.5239672259733045,0.44852844657097524,0.24657248430996453,0.1642935023859676,0.33934800990569153
2,220,0.5,0.1,0.62419446161098,0.554741333156037,0.3549714099809078,0.2845221816357314,0.3106710529009089
2,230,0.5,0.3,0.4542594173837826,0.6174807617794132,0.2740556788156164,0.2693654424364539,0.586160756083917
2,240,0.5,0.5,0.463879490546522,0.4266308306475345,0.24031243479019695,0.2519027010285734,0.700705603424549
2,250,0.5,0.3,0.3081971800965669,0.6021307900673467,0.14944568215374537,0.21741536194980499,0.62734042779565
2,260,0.5,0.2,0.5195816542617242,0.43635207689763833,0.17463435509615313,0.2577726356244245,0.6653963973401785
2,270,0.5,0.4,0.4645821753155081,0.4319614490110199,0.24389738676764283,0.2720353895091064,0.6063737933861001
2,280,0.5,0.4,0.5232555989376134,0.5337095302347745,0.20317106717677275,0.20663870519060817,0.5993060219793008
2,290,0.5,0.2,0.43755895841413606,0.5366638812444577,0.25154038215006896,0.22567076597622887,0.6271727681983149
2,300,0.5,0.3,0.5178614207221313,0.3824481359402702,0.18785187389305338,0.34611644630074123,0.44157518039092897
2,310,0.5,0.4,0.28985056596893194,0.5879458774840276,0.32937932947265997,0.19495654313525312,0.5150507020388844
2,320,0.5,0.3,0.4689402133546146,0.5782376085275841,0.3200102164269393,0.2417944784879052,0.4313053777588799
2,330,0.5,0.2,0.5392509731356779,0.47266414145330166,0.30794034264410797,0.25812867172899656,0.37240129569545377
2,340,0.5,0.2,0.5228883983830805,0.640218607942282,0.16290747683557377,0.25327005170821343,0.5107987200420416
2,350,0.5,0.2,0.36343453745033394,0.5491940642958193,0.25456185028398887,0.2329067913872432,0.5130572954742172
2,360,0.5,0.3,0.5430472602049654,0.44107696344826913,0.22833445408807687,0.2826016525902898,0.5468456872785374
2,370,0.5,0.3,0.4752655063180721,0.5877757698614996,0.21754265930054553,0.32362288234587167,0.4115219304898405
2,380,0.5,0.4,0.3551005361642351,0.40338187658134805,0.20482591424223306,0.19086950214261994,0.4311005482136049
2,390,0.5,0.5,0.51601894166208,0.3900448136791272,0.28643084703841915,0.2791635990698765,0.42385155015802667
2,400,0.5,0.3,0.4834889620336689,0.47359797402706805,0.1907342771455513,0.22796254836137772,0.5119331948581242
2,410,0.5,0.1,0.5533543136340986,0.4306072575872252,0.27986361703677687,0.28355140387526234,0.49322311570379807
2,420,0.5,0.5,0.42227975794320205,0.33919163559511134,0.26972262222430987,0.19380738278810256,0.6483943314638131
2,430,0.5,0.3,0.5183087977229729,0.38421822314561355,0.252512429283843,0.32345867383115007,0.4318214340257551
2,440,0.5,0.3,0.5104448916625023,0.5464723571020264,0.3157337943315073,0.2944987272059276,0.45393549208805395
2,450,0.5,0.4,0.3884194578654958,0.4458784625243477,0.2966576995807276,0.2767154337845266,0.5476677680144332
2,460,0.5,0.2,0.4655131337017794,0.5067468295370995,0.337454642693092,0.2760811161541049,0.4552527527935106
2,470,0.5,0.4,0.5153066327708182,0.6720663643614626,0.2841277803257817,0.2693566019037901,0.44165725491285707
2,480,0.5,0.4,0.6696682125999527,0.22923376782557855,0.19027103785444083,0.25093223511203455,0.550575134788384
2,490,0.5,0.3,0.4332211875263045,0.4827507386290494,0.22479959830775886,0.2272072999359276,0.5930004786071117
2,500,0.5,0.2,0.4586329269622672,0.5092557242358728,0.22380894248340732,0.31004738562309375,0.61574173128721
2,510,0.5,0.6,0.4852832960987955,0.3379837045480599,0.20634063399393615,0.29831295372846023,0.4417459595313809
2,520,0.5,0.4,0.3784879693328222,0.49755235986609014,0.22925244753865556,0.19121351877772813,0.4972322526308971
2,530,0.5,0.7,0.46805744526770476,0.40237732522613906,0.22068867296978173,0.2036674587885879,0.6008999220005311
2,540,0.5,0.2,0.5252732812451217,0.43256329207641847,0.26129814968093706,0.24855811040779902,0.40212379959057787
2,550,0.5,0.3,0.4815849750809056,0.4575805608297084,0.24414733939797154,0.3082375105739064,0.47513573867663883
2,560,0.5,0.5,0.33081542515664275,0.45614783651219837,0.2015789555331764,0.2321049037419352,0.563401631707414
2,570,0.5,0.5,0.48949901796577044,0.4804462242443989,0.18096782728130578,0.38697686444420065,0.30592063388353585
2,580,0.5,0.2,0.4459112470725433,0.5627787292104943,0.15607398220270247,0.21247698492676886,0.4574500325821009
2,590,0.5,0.2,0.39151227515226783,0.5239581459269927,0.23944981745440383,0.20394315884348618,0.4101964832060595
2,600,0.5,0.1,0.5537097861050043,0.4079919985897974,0.25986458361068315,0.26212235440500686,0.6215891009009554
2,610,0.5,0.0,0.6332015574468308,0.38848724392149364,0.29677648912654553,0.23314870837858245,0.4720084276144534
2,620,0.5,0.2,0.23251709506379453,0.5381801415642611,0.33269393745304165,0.2580334858109491,0.33659492717920003
2,630,0.5,0.2,0.7233054901862577,0.40904822667298457,0.310659691416048,0.2454076999467401,0.5987482692368017
2,640,0.5,0.6,0.5070384325000227,0.621849997321526,0.21379099818477965,0.273478075923704,0.4141093009490576
2,650,0.5,0.4,0.5881567585396754,0.6965466412533499,0.16766857315257178,0.2835475788872157,0.5170396815867018
2,660,0.5,0.5,0.5353973818334431,0.47427856556776327,0.355837926315931,0.2928683817857547,0.40813395167593375
2,670,0.5,0.4,0.6427943547663795,0.3910370247092413,0.2468638423599498,0.23673149019873718,0.43498870810142476
2,680,0.5,0.4,0.4582627282894654,0.5739622286383407,0.1491374065646661,0.25713386173661396,0.46082362544495137
2,690,0.5,0.4,0.4438391844441929,0.37152342950540684,0.23885166767707527,0.21537061177113834,0.560472547555373
2,700,0.5,0.4,0.596759307918969,0.6305931087224421,0.2181821152646437,0.2227608316586557,0.5472782731895561
2,710,0.5,0.7,0.4971409475381917,0.4098304356961047,0.2982858646621803,0.2650414739240362,0.5194728486078686
2,720,0.5,0.4,0.4590025713776507,0.5010040096204201,0.1505068518106219,0.2136734008553151,0.6152919729125587
2,730,0.5,0.5,0.5616437096609288,0.5188806528928048,0.2746863427056655,0.3325215484339821,0.5838446568600462
2,740,0.5,0.2,0.4794050412598006,0.3196410016241013,0.3036358909292961,0.17990534204811465,0.4774592155685727
2,750,0.5,0.2,0.4950830050506264,0.4825939979800862,0.20839573588068888,0.25973983677950574,0.4300045899324287
2,760,0.5,0.2,0.5426544529780302,0.4011423626994185,0.11684519752581586,0.21511494289894334,0.33646704969062446
2,770,0.5,0.0,0.3477326415600889,0.4097898299473915,0.38113483385884034,0.29394806030106196,0.5007376931593515
2,780,0.5,0.4,0.4992540674820776,0.4979523173648146,0.18621157531246105,0.2232805541172846,0.2824276705484009
2,790,0.5,0.4,0.5630581766567414,0.47865437664404614,0.2369474576151739,0.2184044688241357,0.31156428365122535
2,800,0.5,0.3,0.33504164126064745,0.5182577014630358,0.2663262467237999,0.3685659113647407,0.41453700370083546
2,810,0.5,0.3,0.5242612070019911,0.38255281253816176,0.3253409555142302,0.2567719469480393,0.41146150174027174
2,820,0.5,0.2,0.5849960326491629,0.4421919442001373,0.177647916275327,0.2343308511681804,0.49189553226466887
2,830,0.5,0.1,0.31770849736075774,0.5180205179783389,0.2768965916268608,0.24341491069525603,0.6134902239784095
2,840,0.5,0.1,0.5478182303160039,0.47902389094886527,0.1622192553033804,0.3001670735916449,0.4764283461644978
2,850,0.5,0.6,0.4075386477769,0.5455714510680715,0.2883237732436218,0.2337770691670224,0.5541977268720831
2,860,0.5,0.4,0.5505727942053464,0.3940512030863203,0.29942566333700577,0.1899070323190847,0.4365049122028285
2,870,0.5,0.1,0.4175432902037547,0.5350419055312737,0.23197951841157577,0.309802037662089,0.5405832304257452
2,880,0.5,0.3,0.366530190987836,0.5808153598552545,0.2704899517859092,0.21605287634081433,0.47729832123870486
2,890,0.5,0.3,0.5309916001185229,0.44156739735923206,0.26232181888770256,0.19101822451551226,0.258976551240527
2,900,0.5,0.4,0.5448742457862632,0.3096778588393405,0.20791805517801282,0.2511449532068534,0.4309728606225722
2,910,0.5,0.5,0.5144386037997456,0.5973908402715808,0.20346286756034648,0.23287090145201494,0.4698684650479977
2,920,0.5,0.4,0.63695394281994,0.5752604725207096,0.28421787079444344,0.2914023226991782,0.4266820011487952
2,930,0.5,0.3,0.6085632627491827,0.41006731938137964,0.33244977820973387,0.32847254494511924,0.47175904067434055
2,940,0.5,0.4,0.4963654941857839,0.4730193886493126,0.2802090636569482,0.27194633073419927,0.6000740493172422
2,950,0.5,0.4,0.35083447374019305,0.4661811444395534,0.1961877563972529,0.23943019930691495,0.5808247551756771
2,960,0.5,0.3,0.4411065847644042,0.35514884816142034,0.295683701475672,0.20694243782238453,0.518593455810201
2,970,0.5,0.3,0.5367309234873879,0.4586138469252933,0.26527137553676716,0.25193514321250804,0.26634115496186317
2,980,0.5,0.2,0.511779185727206,0.5476135309117532,0.2706303325356266,0.20082440404592225,0.4965612569839112
2,990,0.5,0.2,0.5822034915224673,0.4887038814419772,0.12381069507139535,0.2207412348821689,0.4616020117983964
3,0,0.5,0.0,0.3683304191082326,0.9600159728854007,0.01547309548429654,0.23299438812994938,0.20519477535077996
3,10,0.5,0.4,0.6175436406047865,0.587703027876584,0.38162132046255526,0.2594014691140702,0.42816929865872666
3,20,0.5,0.4,0.42415414462130663,0.49896250119337726,0.3114534601518474,0.3157097850023575,0.4391179458023805
3,30,0.5,0.4,0.5747766018009235,0.3288637324511451,0.3431487536361316,0.2070442060889893,0.5239019783375076
3,40,0.5,0.2,0.29724204595613163,0.48968095397847833,0.2916362619079381,0.23527602441822243,0.5943047924343865
3,50,0.5,0.5,0.512323382225347,0.28576084121724776,0.3127429271355549,0.23498299224735794,0.4256017711733562
3,60,0.5,0.2,0.4446517861995674,0.46567673890768974,0.3688318358787423,0.21596566227445552,0.4086067504716714
3,70,0.5,0.2,0.67894801759133,0.47369741856974706,0.4242231263210231,0.20617337058925883,0.4612554852383659
3,80,0.5,0.1,0.4089814739126824,0.6352409114980555,0.2037246836694294,0.29947108521915433,0.484499869538148
3,90,0.5,0.5,0.47914867308324993,0.6639181485395256,0.3035385884008395,0.24687265505145195,0.49280541946421136
3,100,0.5,0.5,0.4632625337181112,0.4733344157909312,0.5809607770180923,0.2856739157957323,0.34834634776344414
3,110,0.5,0.2,0.4659674526044717,0.5512049219444809,0.2230028172218536,0.20039998504835638,0.6131167699342452
3,120,0.5,0.4,0.41607868019772765,0.5743043176433364,0.3657338835440289,0.20219607225487976,0.603319202021562
3,130,0.5,0.5,0.5835819478151065,0.5343787099645823,0.26914931186795316,0.32103091308685544,0.648900928986387
3,140,0.5,0.2,0.3293356883022504,0.44133022813376543,0.2798951431084792,0.17755798264390857,0.5006073087007991
3,150,0.5,0.4,0.5179499262062068,0.5259825823435036,0.26974061817914385,0.21906352395054435,0.3972178639196457
3,160,0.5,0.4,0.42384138473491995,0.47780044681766637,0.29555119387806894,0.2667313903157601,0.3549255996589925
3,170,0.5,0.2,0.2757052644159472,0.3803490625105443,0.3468738838509299,0.33014839749900265,0.4870348562409836
3,180,0.5,0.6,0.5675603741969145,0.3991336343499407,0.3001063272765648,0.3149219685122458,0.3898781916719224
3,190,0.5,0.4,0.40560705308319545,0.44238248701805727,0.3750570084451657,0.26061746316268397,0.5440099786331017
3,200,0.5,0.4,0.5557466509423008,0.3880059692786122,0.24619833167801414,0.2789816990450816,0.5164087192128057
3,210,0.5,0.4,0.4288442491697668,0.47307850715222194,0.35315428509193675,0.21570818321218538,0.5937109531294233
3,220,0.5,0.6,0.5063930325172931,0.5284402591394639,0.5086567797111149,0.3028495671882802,0.586990607012728
3,230,0.5,0.4,0.40256842013455885,0.34401016107352006,0.22552253314025267,0.24490018268660102,0.3867026703690547
3,240,0.5,0.5,0.30681396228910335,0.44554083677321127,0.2136396343466737,0.2272833947025168,0.6896036539295156
3,250,0.5,0.2,0.43292332426547314,0.3967891696667711,0.42795254116716774,0.2503412785533607,0.427040841851911
3,260,0.5,0.5,0.3812418789651498,0.4687376721998179,0.29785472868744906,0.19987857353772046,0.29485748646178866
3,270,0.5,0.3,0.43042168200985753,0.5341544728460345,0.29465806341818435,0.25487533266836715,0.5387384507372107
3,280,0.5,0.2,0.3641425454880934,0.49859711023448794,0.2894162411876741,0.3163830508096208,0.5585282324940869
3,290,0.5,0.4,0.4844718644323425,0.4127675006434144,0.4693560088949441,0.25787651573650505,0.5543189037434435
3,300,0.5,0.2,0.5689660815409656,0.5406927543137963,0.4936123900731114,0.19970226152238588,0.3461374241161667
3,310,0.5,0.6,0.5218671340767411,0.3467340725136042,0.35275850900151207,0.2795246428556782,0.5267990571754554
3,320,0.5,0.5,0.630551217431729,0.3373346951855935,0.3393329645516202,0.29195088328332863,0.41406308244594464
3,330,0.5,0.1,0.44567379977535093,0.5867325600268448,0.3156699171028431,0.2767165091852472,0.3246950239662126
3,340,0.5,0.3,0.47504203046643073,0.5224359086915377,0.20712942614503915,0.2711231667027939,0.4893064328728897
3,350,0.5,0.1,0.37779365385366426,0.49914157988570906,0.3793707299791001,0.2602655427034004,0.6149111200586865
3,360,0.5,0.5,0.45114514940282185,0.38961091634851786,0.3641227997487636,0.2506527426765687,0.5779229748255197
3,370,0.5,0.2,0.469703130049964,0.4862689839296005,0.43349651610273215,0.2443752545316283,0.559383478807173
3,380,0.5,0.0,0.4530108128800833,0.4605759848291783,0.41773492313983196,0.2208869896317331,0.5328301556873196
3,390,0.5,0.1,0.4472992549931222,0.3628626945475766,0.32498097337412674,0.2617141134272402,0.45082618131861585
3,400,0.5,0.5,0.5351957879267916,0.5860410251002981,0.4034071566228697,0.20571778400877902,0.3937710320333741
3,410,0.5,0.2,0.4852967045763202,0.3585794179471253,0.2844914405920314,0.2410135418725632,0.3879037809354661
